م@@	51
ا@@	42
ب@@	41
ی	36
م	36
و@@	34
ن@@	34
ه	33
د@@	33
ان	32
س@@	31
ر@@	30
ع@@	26
ز@@	26
ت	26
ش@@	25
ه@@	23
ح@@	23
ت@@	22
ف@@	21
ر	21
ل@@	20
ق@@	19
د	19
خ@@	18
ان@@	18
ی@@	17
ل	16
دو@@	15
بر@@	15
ب	15
ید	14
ك@@	14
ش	14
ج@@	14
ند	13
ن	13
غ@@	13
س	13
رو@@	13
بی@@	13
ک@@	12
ط@@	12
ار	12
اد@@	12
ا	12
آ@@	12
مت	11
را@@	11
ار@@	11
گ@@	10
ک	10
نا@@	10
ده	10
ای@@	10
ین	9
ست@@	9
ست	9
دی@@	9
اب@@	9
ور	8
لی@@	8
ق	8
ص@@	8
تر@@	8
انی	8
پی@@	7
می	7
مح@@	7
مان@@	7
مان	7
لا@@	7
ض@@	7
زی@@	7
ری@@	7
ران	7
دی	7
تم@@	7
ایی	7
ایمان@@	7
اری	7
وی@@	6
های	6
نیك@@	6
نی	6
مت@@	6
ف	6
سی@@	6
سو@@	6
ز	6
ای	6
ال@@	6
اد	6
گان	5
پ@@	5
و	5
نی@@	5
نه	5
ندان	5
مق@@	5
مر@@	5
فه@@	5
ظ@@	5
شی	5
شک@@	5
شت@@	5
زل@@	5
رب@@	5
درست@@	5
خش@@	5
حک@@	5
تو@@	5
تر	5
به@@	5
انه	5
آز@@	5
گین	4
گ	4
کو@@	4
کاری	4
کار	4
پارس@@	4
ویی	4
نده	4
محبت	4
لع@@	4
لای	4
كو@@	4
فر	4
ص	4
سی	4
ذا@@	4
دا@@	4
خو@@	4
حس@@	4
ح	4
جا@@	4
تی	4
تق@@	4
ترس	4
بین@@	4
ایش	4
امی@@	4
ام@@	4
افتاد@@	4
از@@	4
یم	3
یر	3
یده	3
گویی	3
گناه@@	3
گری@@	3
گر@@	3
کش@@	3
پادا@@	3
ول	3
وح@@	3
هو@@	3
هلا@@	3
ها	3
نیکو@@	3
نیک@@	3
ند@@	3
نج@@	3
ناپا@@	3
می@@	3
مک@@	3
مه@@	3
ممکن	3
مرد@@	3
محبو@@	3
متی	3
لای@@	3
كار	3
فق@@	3
فرشت@@	3
فر@@	3
فت@@	3
عی@@	3
عط@@	3
عد@@	3
ع	3
طل@@	3
شك@@	3
شر@@	3
شاد@@	3
سوخ@@	3
سه	3
ستی	3
سته	3
زند@@	3
زنا@@	3
زش	3
زر@@	3
رح@@	3
رام	3
ذ@@	3
دش@@	3
دز@@	3
در@@	3
دان@@	3
خط@@	3
خر@@	3
خال@@	3
خا@@	3
جو@@	3
جن@@	3
جلا@@	3
جاود@@	3
ج	3
ثرو@@	3
تش@@	3
تس@@	3
ترس@@	3
بمیر@@	3
بكش@@	3
بخش@@	3
بت	3
باد	3
ایان	3
اندو@@	3
ارت	3
اح@@	3
آرا@@	3
یق@@	2
یز@@	2
یا	2
ۀ	2
گی	2
گو@@	2
گم@@	2
گزاری	2
گریست	2
گرفت@@	2
گاه	2
کوچ@@	2
کشت@@	2
کرکا@@	2
کت	2
چن@@	2
چ@@	2
چ	2
پا@@	2
غ	2
افت@@	2
ؤ@@	2
گنا@@	1
کا@@	1
ود@@	1
محب@@	1
كش@@	1
ط	1
ض	1
زاری	1
خ	1
ث@@	1
ئ@@	1
