न@@	26
अ@@	26
म@@	21
स@@	20
ल	19
र@@	19
प@@	19
य@@	17
त	17
क	17
द	16
स	15
व@@	15
ल@@	15
म	15
द@@	15
त@@	15
क@@	13
आ@@	13
प	12
न	12
ध@@	12
ज@@	12
हर	11
र	11
ब@@	11
ह	10
श@@	10
भ@@	10
ड	10
ब	9
च@@	9
ग@@	9
उ@@	9
ष@@	8
श	8
ङ	8
व	7
य	7
ण	7
इ@@	7
ह@@	6
रम@@	6
ट@@	6
ट	6
झ@@	6
ग	6
ई@@	6
सह	5
रह@@	5
नम	5
नक	5
ड@@	5
च	5
ख@@	5
हस@@	4
हक	4
लत	4
रह	4
रव@@	4
मय	4
भ	4
फ@@	4
नसम	4
नद	4
थ@@	4
ठ@@	4
झ	4
जस	4
ज	4
ए@@	4
अव@@	4
हर@@	3
सर@@	3
सर	3
समझ@@	3
सम@@	3
सम	3
सन	3
सक	3
ष	3
वत@@	3
लम	3
रहन	3
रल	3
रत	3
यल	3
भव@@	3
भए@@	3
बल@@	3
बन	3
पर	3
पन	3
पत	3
नर	3
नन	3
दर	3
थ	3
तर@@	3
तर	3
ण@@	3
ठ	3
छ@@	3
घ@@	3
गम@@	3
ख	3
कल	3
कर@@	3
कप@@	3
ओ@@	3
ऊ@@	3
अन	3
हस	2
हल	2
हन@@	2
हत	2
सव	2
सल	2
सरम	2
सङ	2
वर@@	2
वत	2
लम@@	2
लज	2
लच@@	2
लच	2
रहक	2
रव	2
रल@@	2
रमम	2
रणम	2
रक	2
यभ	2
यन	2
यत	2
यअघ	2
मर	2
मप	2
मनल	2
मन@@	2
मत@@	2
भव	2
भन	2
बल	2
बम	2
फस	2
फ	2
पव	2
पत@@	2
नस	2
नरक@@	2
नगन	2
नआ@@	2
धन@@	2
धन	2
ध	2
दल@@	2
दय	2
दम	2
दत	2
थक	2
तल	2
ढ@@	2
डर	2
टहर	2
टल	2
ञ	2
जनक	2
छर@@	2
छ	2
घम@@	2
घ	2
गर	2
गत@@	2
गड	2
गइ@@	2
कहर	2
करण@@	2
कर	2
कन	2
एक@@	2
एक	2
उन	2
अग	2
णम	1
ढ	1
ञ@@	1
औ@@	1
अघ	1
